id,Leaf Blower,Leaf Destroyer,Leaf Storm-nado,Leaf A-leaf-eator,age,home
1221,Yes,Yes,No,No,20.1207819,Rent
1222,No,No,No,No,43.40381105,Rent
1223,No,Yes,Yes,Yes,40.41529247,Rent
1224,No,Yes,No,No,38.21818058,Rent
1225,No,Yes,No,No,48.39263984,Rent
1226,No,Yes,Yes,No,29.24475533,Rent
1227,No,Yes,No,No,36.62302397,Rent
1228,No,No,No,Yes,51.46643151,Rent
1229,No,No,Yes,Yes,44.54565957,Rent
1230,No,No,No,No,30.86315444,Rent
1231,No,Yes,No,No,43.47995759,Own
1232,No,No,Yes,No,26.87879259,Rent
1233,No,Yes,Yes,No,44.60501109,Rent
1234,No,Yes,Yes,No,34.72594192,Rent
1235,No,Yes,Yes,No,48.39006875,Own
1236,No,No,Yes,Yes,49.10951285,Rent
1237,No,Yes,No,No,52.50717556,Own
1238,Yes,Yes,Yes,No,35.39192001,Rent
1239,No,No,No,Yes,18.56327574,Rent
1240,Yes,No,No,No,46.86829027,Rent
1241,No,Yes,Yes,No,36.95794458,Own
1242,No,Yes,No,No,38.33839159,Own
1243,No,No,No,No,48.31613306,Rent
1244,No,No,Yes,No,22.42252722,Rent
1245,No,Yes,No,No,33.78448228,Own
1246,No,Yes,Yes,No,45.36376824,Rent
1247,No,No,No,No,28.95511137,Rent
1248,No,No,No,No,23.30929627,Rent
1249,No,Yes,No,No,55.85093429,Rent
1250,No,No,Yes,No,37.36955749,Rent
1251,No,Yes,No,No,65.30148971,Own
1252,No,Yes,No,Yes,44.72208767,Rent
1253,No,Yes,No,Yes,41.54751393,Rent
1254,Yes,No,Yes,No,56.92745609,Rent
1255,No,Yes,Yes,No,33.01944111,Rent
1256,Yes,Yes,No,No,30.03120224,Rent
1257,No,Yes,No,No,39.62404673,Own
1258,No,Yes,No,No,23.19638171,Rent
1259,No,No,Yes,No,23.29281001,Rent
1260,No,Yes,Yes,No,35.7196622,Own
1261,No,No,Yes,No,35.30141138,Rent
1262,No,Yes,Yes,No,48.43607313,Rent
1263,No,Yes,Yes,No,55.15400423,Own
1264,Yes,Yes,No,No,28.94388308,Rent
1265,Yes,Yes,No,No,36.09916739,Own
1266,No,No,Yes,No,24.90963756,Rent
1267,No,No,No,No,32.79960345,Rent
1268,No,No,Yes,No,28.37260271,Rent
1269,No,Yes,Yes,No,74.24798206,Own
1270,Yes,No,No,No,28.83385559,Rent
1271,No,Yes,No,Yes,19.47973909,Rent
1272,No,Yes,Yes,No,61.59031105,Rent
1273,No,No,No,No,26.86206499,Own
1274,No,Yes,No,No,30.97933303,Rent
1275,No,No,Yes,No,37.67529138,Rent
1276,No,Yes,No,No,61.84614652,Rent
1277,No,No,No,No,25.57530453,Rent
1278,No,Yes,Yes,No,39.70640271,Rent
1279,No,No,Yes,No,19.18280071,Rent
1280,No,Yes,Yes,No,45.33990767,Rent
1281,No,No,No,No,19.31637919,Rent
1282,Yes,Yes,Yes,No,23.52087344,Rent
1283,Yes,Yes,No,No,46.509729,Own
1284,No,Yes,Yes,No,44.58703367,Rent
1285,No,No,No,No,28.75709707,Rent
1286,Yes,No,No,No,48.11285997,Rent
1287,No,Yes,Yes,No,53.600057,Rent
1288,No,Yes,No,No,28.76915519,Rent
1289,No,No,No,Yes,29.02412963,Rent
1290,No,No,Yes,No,29.30295451,Rent
1291,No,No,No,Yes,50.51539346,Rent
1292,No,Yes,No,No,49.54606176,Rent
1293,No,Yes,No,Yes,35.66571198,Rent
1294,No,Yes,No,Yes,36.76657592,Rent
1295,No,Yes,Yes,No,59.06625069,Own
1296,No,No,No,No,20.72905942,Rent
1297,No,Yes,Yes,No,58.78183407,Rent
1298,Yes,Yes,Yes,No,23.66119428,Rent
1299,No,Yes,Yes,No,60.22031483,Own
1300,No,Yes,Yes,Yes,28.35203732,Rent
1301,No,Yes,No,Yes,28.83596717,Rent
1302,No,Yes,No,Yes,63.4783041,Rent
1303,No,Yes,Yes,Yes,47.21131302,Rent
1304,No,No,Yes,No,33.88464505,Rent
1305,No,Yes,No,Yes,28.36780407,Rent
1306,No,No,No,No,43.42845289,Rent
1307,No,No,No,No,37.33476364,Rent
1308,No,Yes,No,No,33.03468904,Own
1309,No,Yes,Yes,No,56.88559184,Rent
1310,No,Yes,Yes,No,70.33619225,Own
1311,No,No,Yes,No,47.63466593,Rent
1312,Yes,No,Yes,No,39.22602191,Rent
1313,No,Yes,No,No,27.94294378,Own
1314,No,Yes,No,Yes,49.85629287,Rent
1315,No,Yes,Yes,No,19.1285841,Rent
1316,No,No,Yes,No,20.09781231,Rent
1317,No,Yes,Yes,No,26.21515871,Rent
1318,No,Yes,Yes,No,38.37537919,Rent
1319,No,Yes,No,No,43.23277257,Own
1320,No,Yes,Yes,No,27.31577135,Own
1321,No,Yes,No,No,35.06276639,Own
1322,Yes,No,Yes,No,36.72845977,Rent
1323,No,Yes,No,No,30.55572461,Rent
1324,No,Yes,Yes,No,52.79482783,Rent
1325,No,Yes,No,No,28.24104594,Rent
1326,No,No,No,Yes,31.46759527,Rent
1327,No,Yes,No,No,50.50682318,Own
1328,No,No,Yes,No,21.96828137,Rent
1329,No,Yes,Yes,No,53.83095297,Rent
1330,No,Yes,No,Yes,41.12375598,Rent
1331,No,No,No,Yes,22.23908988,Rent
1332,No,No,No,Yes,21.60924699,Rent
1333,No,Yes,No,No,41.97899024,Rent
1334,No,Yes,Yes,No,33.12211507,Own
1335,No,No,No,Yes,43.87139967,Rent
1336,No,Yes,No,No,58.49464615,Rent
1337,No,Yes,Yes,No,46.60576435,Rent
1338,No,No,No,No,35.38126207,Rent
1339,No,Yes,No,No,58.42289996,Own
1340,No,No,No,No,44.62289952,Rent
1341,No,No,Yes,No,23.33820731,Rent
1342,No,Yes,No,No,37.64661355,Rent
1343,No,Yes,No,No,39.12996597,Rent
1344,No,No,Yes,No,39.14601903,Rent
1345,Yes,Yes,Yes,No,39.82912822,Rent
1346,No,Yes,Yes,No,18.36120457,Rent
1347,No,Yes,No,Yes,31.63784037,Rent
1348,No,Yes,No,Yes,33.5965624,Rent
1349,Yes,Yes,No,No,31.48401477,Rent
1350,No,Yes,No,Yes,20.64960656,Rent
1351,Yes,No,Yes,No,24.58353989,Rent
1352,No,Yes,No,No,19.77913387,Rent
1353,No,Yes,No,No,49.96390488,Own
1354,No,Yes,No,No,53.28321193,Own
1355,No,No,Yes,No,28.52454054,Rent
1356,No,Yes,No,No,34.39337941,Own
1357,No,Yes,Yes,Yes,29.05533361,Rent
1358,No,No,No,No,28.83270503,Rent
1359,No,Yes,No,No,33.74060537,Own
1360,No,No,Yes,No,51.46406248,Rent
1361,No,No,Yes,Yes,20.76901581,Rent
1362,No,No,No,No,41.2341376,Rent
1363,No,Yes,No,No,50.54933134,Own
1364,No,Yes,No,No,42.28000502,Rent
1365,No,Yes,Yes,No,23.68800653,Rent
1366,No,Yes,Yes,No,46.30954763,Rent
1367,Yes,Yes,Yes,No,45.7426178,Own
1368,No,Yes,No,No,25.19375518,Rent
1369,No,Yes,Yes,No,69.05367344,Own
1370,No,Yes,No,No,81.5587533,Own
1371,No,Yes,Yes,No,35.48377456,Own
1372,No,Yes,No,No,43.93117383,Rent
1373,No,Yes,No,No,38.0476341,Own
1374,No,Yes,Yes,No,66.78292005,Own
1375,No,Yes,No,No,25.05457964,Rent
1376,No,Yes,Yes,Yes,50.1190748,Rent
1377,No,Yes,No,No,43.27894043,Own
1378,No,Yes,No,No,27.70310923,Rent
1379,No,Yes,Yes,No,25.47777299,Rent
1380,Yes,Yes,No,No,30.11333138,Own
1381,No,Yes,No,No,47.42677431,Own
1382,No,Yes,Yes,No,40.97946102,Rent
1383,No,Yes,Yes,No,35.92157218,Rent
1384,No,Yes,No,No,35.95609768,Rent
1385,No,Yes,Yes,No,66.05819653,Own
1386,No,Yes,No,Yes,22.42984434,Rent
1387,No,Yes,Yes,No,35.074341,Rent
1388,No,Yes,No,No,59.81915718,Rent
1389,No,Yes,No,No,44.8291558,Own
1390,No,Yes,Yes,No,24.3124731,Rent
1391,No,Yes,No,No,29.46776967,Rent
1392,No,Yes,Yes,No,35.04515894,Own
1393,No,Yes,Yes,Yes,28.80262454,Rent
1394,No,Yes,No,No,53.45004061,Rent
1395,No,Yes,Yes,No,36.61425154,Own
1396,No,No,Yes,No,27.93025931,Rent
1397,No,No,Yes,No,27.93141557,Rent
1398,No,Yes,Yes,No,56.45370537,Rent
1399,No,No,No,Yes,19.59691754,Rent
1400,No,Yes,Yes,No,34.20742958,Rent
1401,No,Yes,No,No,47.44949283,Rent
1402,No,Yes,Yes,No,37.64171459,Own
1403,No,No,No,No,27.94521839,Rent
1404,No,No,No,No,47.27014165,Rent
1405,No,Yes,No,No,31.9552566,Rent
1406,No,No,No,No,45.53004361,Rent
1407,No,Yes,No,No,21.00109443,Rent
1408,No,No,Yes,No,46.86200733,Rent
1409,No,Yes,No,No,24.54244164,Rent
1410,No,No,No,No,31.6729217,Rent
1411,No,No,No,No,35.89774524,Rent
1412,No,Yes,No,No,19.93208663,Rent
1413,No,Yes,Yes,Yes,58.0256209,Rent
1414,No,Yes,No,No,37.57716982,Own
1415,No,Yes,Yes,No,26.71452623,Rent
1416,No,Yes,Yes,No,46.87704897,Rent
1417,No,Yes,No,No,37.28386267,Own
1418,No,Yes,Yes,No,64.96948531,Rent
1419,No,Yes,Yes,No,31.33775492,Rent
1420,No,No,No,No,42.70139774,Rent
1421,No,Yes,No,No,48.1463348,Own
1422,Yes,Yes,No,No,54.59296881,Rent
1423,No,No,Yes,No,40.24908637,Rent
1424,Yes,Yes,Yes,No,22.88273592,Rent
1425,No,Yes,No,Yes,39.22261473,Rent
1426,No,Yes,No,No,38.87536783,Rent
1427,No,Yes,No,No,42.44931284,Own
1428,No,No,No,Yes,34.60483191,Rent
1429,Yes,No,Yes,No,63.80409443,Rent
1430,No,Yes,No,No,48.74167043,Rent
1431,No,Yes,No,No,37.76973638,Rent
1432,No,Yes,No,No,44.2459156,Rent
1433,No,No,No,No,21.50746178,Rent
1434,Yes,No,No,No,25.15850873,Rent
1435,No,No,Yes,No,63.40162769,Rent
1436,No,No,Yes,No,35.79291801,Rent
1437,No,No,Yes,Yes,45.46860836,Rent
1438,No,Yes,Yes,No,23.70866861,Rent
1439,No,Yes,No,No,37.894341,Rent
1440,Yes,Yes,No,No,27.51082784,Rent
1441,No,Yes,Yes,No,38.67982686,Rent
1442,Yes,No,No,No,34.00775703,Rent
1443,No,No,No,No,49.87371354,Rent
1444,Yes,Yes,No,No,54.78998762,Own
1445,No,Yes,Yes,No,28.2044807,Rent
1446,Yes,No,No,No,46.1932727,Rent
1447,No,Yes,No,No,51.46746754,Own
1448,No,No,Yes,No,50.91935462,Rent
1449,No,No,Yes,Yes,29.28703463,Rent
1450,No,Yes,Yes,No,46.12110491,Own
1451,No,Yes,Yes,No,44.06986577,Own
1452,No,Yes,No,No,37.38189229,Rent
1453,No,Yes,Yes,No,52.48743335,Own
1454,No,No,Yes,No,41.87035792,Rent
1455,No,Yes,Yes,No,40.68458255,Rent
1456,No,Yes,No,No,51.43907506,Rent
1457,Yes,Yes,Yes,No,46.79950361,Own
1458,No,Yes,No,Yes,51.67994347,Own
1459,No,No,Yes,Yes,30.00446039,Rent
1460,No,Yes,Yes,No,57.93130918,Own
1461,No,No,Yes,No,29.77672488,Rent
1462,No,Yes,Yes,No,34.03042173,Own
1463,No,Yes,Yes,No,52.62026428,Own
1464,No,Yes,Yes,No,29.57140356,Rent
1465,No,Yes,No,No,34.57198115,Rent
1466,No,Yes,No,No,37.83209422,Rent
1467,No,No,No,Yes,21.2757789,Rent
1468,No,Yes,No,No,47.86444492,Rent
1469,No,Yes,Yes,No,35.28031127,Rent
1470,No,Yes,Yes,No,27.0910805,Rent
1471,No,Yes,Yes,No,53.32303514,Rent
1472,No,No,No,No,50.13484174,Rent
1473,No,No,Yes,No,63.78909905,Rent
1474,No,No,No,No,32.082969,Rent
1475,No,Yes,Yes,No,22.01455041,Rent
1476,No,No,Yes,No,52.61103582,Rent
1477,No,Yes,Yes,Yes,46.17661448,Rent
1478,No,Yes,Yes,No,46.21827282,Own
1479,No,Yes,No,No,47.47280934,Own
1480,Yes,Yes,No,No,24.80843712,Rent
1481,No,Yes,Yes,No,18.37008013,Rent
1482,No,Yes,No,No,33.80655068,Rent
1483,No,Yes,Yes,No,54.57646685,Rent
1484,No,Yes,No,No,35.83675271,Own
1485,Yes,Yes,No,No,42.00280066,Rent
1486,No,Yes,No,No,36.12378167,Rent
1487,No,Yes,Yes,No,42.90412788,Rent
1488,Yes,Yes,No,No,54.70780025,Own
1489,No,Yes,Yes,No,49.75016582,Own
1490,No,Yes,No,No,47.87873294,Own
1491,No,Yes,No,Yes,50.7833527,Rent
1492,No,Yes,Yes,No,47.61784461,Rent
1493,No,No,No,No,22.14213498,Rent
1494,No,No,No,No,27.55800227,Rent
1495,No,Yes,Yes,No,40.8705724,Own
1496,Yes,Yes,No,No,35.66752163,Rent
1497,No,No,No,No,25.98116695,Rent
1498,Yes,No,No,Yes,21.27582649,Rent
1499,Yes,Yes,No,No,33.69598604,Own
1500,No,Yes,No,No,27.02880787,Rent
1501,No,No,No,No,47.68945838,Rent
1502,No,Yes,No,No,26.54092802,Rent
1503,No,Yes,No,No,53.15572822,Own
1504,No,No,No,Yes,31.87460052,Rent
1505,No,No,Yes,No,22.15681687,Rent
1506,No,Yes,No,No,26.63622407,Own
1507,No,No,No,Yes,39.99272854,Rent
1508,Yes,Yes,Yes,No,43.82011132,Own
1509,No,No,No,Yes,44.24376076,Rent
1510,No,No,Yes,No,58.50119438,Rent
1511,No,Yes,No,No,61.39082821,Own
1512,No,Yes,No,No,59.06452502,Own
1513,No,Yes,No,No,38.40057614,Own
1514,No,No,No,Yes,68.97311127,Rent
1515,No,Yes,No,Yes,61.85584214,Rent
1516,No,Yes,Yes,No,40.24562259,Own
1517,No,No,No,Yes,51.0486017,Rent
1518,No,Yes,No,No,41.84942702,Own
1519,No,Yes,Yes,Yes,29.58949712,Rent
1520,No,No,Yes,No,25.64682552,Rent
1521,No,Yes,No,No,66.31786675,Own
1522,No,Yes,Yes,No,48.01261351,Rent
1523,Yes,Yes,No,Yes,32.21067857,Rent
1524,No,Yes,No,No,51.2310333,Rent
1525,No,Yes,No,No,43.95328857,Rent
1526,No,Yes,No,Yes,44.89923979,Rent
1527,No,No,No,No,24.63540946,Rent
1528,No,Yes,Yes,No,30.57982117,Own
1529,No,No,Yes,No,36.81671113,Rent
1530,No,Yes,No,No,29.90962211,Rent
1531,No,Yes,No,No,28.33690392,Rent
1532,No,Yes,No,Yes,38.57913582,Rent
1533,No,No,No,No,68.91157044,Rent
1534,No,Yes,Yes,No,18.7086993,Rent
1535,No,No,Yes,Yes,43.98989283,Rent
1536,No,No,Yes,Yes,23.71792419,Rent
1537,No,Yes,No,No,58.24698831,Own
1538,No,Yes,No,No,38.40749742,Rent
1539,No,Yes,Yes,No,49.93212986,Rent
1540,No,Yes,Yes,No,23.4046282,Own
1541,No,Yes,Yes,No,49.19527524,Rent
1542,No,Yes,No,No,39.09676171,Rent
1543,No,Yes,No,No,32.60889559,Rent
1544,Yes,No,No,Yes,44.211511,Rent
1545,No,No,Yes,No,29.04262344,Rent
1546,No,Yes,Yes,No,61.72435268,Own
1547,No,Yes,Yes,No,39.45519709,Own
1548,No,Yes,Yes,No,34.6776632,Rent
1549,No,Yes,Yes,No,49.56192604,Rent
1550,No,Yes,Yes,Yes,24.93889822,Rent
1551,No,Yes,No,No,42.12780839,Rent
1552,No,Yes,Yes,No,48.57492486,Own
1553,Yes,No,Yes,No,28.26443577,Rent
1554,No,No,No,No,39.62712875,Rent
1555,No,Yes,No,No,19.95269766,Rent
1556,No,Yes,No,No,40.98726893,Own
1557,No,No,No,No,21.87007757,Rent
1558,No,No,Yes,No,29.27724709,Rent
1559,No,No,No,No,55.86848738,Rent
1560,No,No,Yes,No,43.21559012,Rent
1561,No,Yes,No,No,26.75156548,Rent
1562,No,Yes,No,No,37.83278923,Own
1563,No,No,Yes,No,49.26536534,Rent
1564,No,Yes,Yes,No,59.39349379,Own
1565,No,No,Yes,No,56.68895628,Rent
1566,No,Yes,Yes,No,51.10283037,Own
1567,No,No,No,No,57.84161478,Rent
1568,No,No,No,No,34.25554701,Rent
1569,No,No,Yes,No,25.33660894,Rent
1570,No,Yes,No,Yes,45.02649017,Rent
1571,No,Yes,No,Yes,28.93654641,Rent
1572,No,Yes,Yes,No,37.71326317,Own
1573,No,Yes,Yes,No,41.96178966,Rent
1574,No,Yes,No,No,43.79530503,Own
1575,No,Yes,Yes,Yes,25.01553121,Rent
1576,Yes,Yes,Yes,No,39.52509064,Own
1577,No,No,No,Yes,31.49613212,Rent
1578,No,Yes,Yes,No,41.53653733,Rent
1579,No,No,No,No,55.06291549,Rent
1580,No,No,Yes,No,30.76649174,Rent
1581,Yes,Yes,No,Yes,26.43014687,Rent
1582,No,Yes,Yes,No,35.28311619,Own
1583,No,Yes,Yes,No,56.62938155,Own
1584,No,Yes,Yes,No,38.89260989,Rent
1585,No,Yes,Yes,No,20.6895834,Rent
1586,No,Yes,Yes,No,30.40953262,Rent
1587,No,Yes,Yes,No,34.58902415,Own
1588,No,No,No,No,52.30014268,Rent
1589,Yes,No,No,No,74.00659047,Rent
1590,No,Yes,No,No,22.44793939,Rent
1591,No,Yes,Yes,No,45.51877505,Rent
1592,No,No,No,No,34.31211048,Rent
1593,No,Yes,Yes,No,33.51324247,Rent
1594,No,Yes,No,No,27.87326017,Rent
1595,No,No,No,No,38.75226929,Rent
1596,No,No,No,No,45.14685033,Rent
1597,Yes,No,Yes,No,27.19964864,Rent
1598,No,Yes,No,No,45.59347622,Rent
1599,No,No,Yes,No,43.37188975,Rent
1600,Yes,Yes,Yes,No,25.91724377,Rent
1601,No,Yes,Yes,No,26.45229606,Rent
1602,No,Yes,Yes,No,25.94997249,Rent
1603,No,Yes,No,Yes,23.68122513,Rent
1604,Yes,Yes,No,No,19.59739873,Rent
1605,No,Yes,Yes,No,46.59508404,Rent
1606,Yes,Yes,No,No,36.60136819,Own
1607,No,Yes,No,Yes,34.60132071,Rent
1608,No,Yes,Yes,No,47.36834965,Own
1609,Yes,Yes,No,No,20.34594354,Rent
1610,No,No,No,No,32.43220554,Rent
1611,No,No,No,No,28.71311148,Rent
1612,No,Yes,Yes,Yes,35.2772209,Rent
1613,Yes,Yes,No,No,20.94772956,Rent
1614,No,Yes,Yes,No,22.75312333,Rent
1615,No,Yes,No,Yes,19.60323409,Rent
1616,No,No,No,No,29.69248973,Rent
1617,No,Yes,Yes,No,27.48351871,Rent
1618,No,Yes,No,No,34.80873819,Own
1619,Yes,Yes,Yes,No,49.54269128,Rent
1620,No,No,No,No,22.74871043,Rent
1621,No,Yes,No,No,42.24246848,Rent
1622,No,Yes,Yes,No,50.06581023,Rent
1623,No,No,Yes,Yes,51.63149761,Rent
1624,No,No,No,No,35.52282917,Rent
1625,No,No,No,No,33.31418554,Rent
1626,No,Yes,No,No,58.49931333,Own
1627,No,Yes,No,No,63.69277926,Rent
1628,No,Yes,Yes,No,24.20613169,Rent
1629,No,No,No,No,23.86587599,Rent
1630,Yes,No,No,Yes,36.51522581,Rent
1631,No,No,Yes,No,36.09517023,Rent
1632,No,Yes,Yes,No,40.75993293,Own
1633,No,Yes,No,No,32.03610971,Rent
1634,No,No,No,No,59.1315628,Rent
1635,No,Yes,Yes,No,24.12861166,Rent
1636,No,Yes,No,No,38.47380633,Own
1637,Yes,No,Yes,No,40.30560376,Rent
1638,No,Yes,Yes,No,57.55261929,Own
1639,No,Yes,No,No,47.32543693,Rent
1640,No,Yes,Yes,No,36.68545179,Own
1641,No,Yes,No,No,41.27236835,Rent
1642,No,Yes,No,No,40.86979289,Own
1643,No,Yes,No,No,20.31810752,Rent
1644,Yes,Yes,No,No,34.90799684,Rent
1645,No,Yes,No,No,42.15194083,Own
1646,No,Yes,Yes,Yes,51.6668007,Rent
1647,No,No,No,No,24.49964161,Rent
1648,No,No,No,No,20.92094636,Rent
1649,No,Yes,Yes,No,31.65673869,Rent
1650,Yes,No,No,No,47.90597748,Rent
1651,No,No,No,No,46.0632394,Rent
1652,No,No,No,No,40.44690721,Rent
1653,No,Yes,Yes,No,32.65331009,Rent
1654,No,No,Yes,No,52.47268553,Rent
1655,No,Yes,No,No,59.16913274,Own
1656,No,No,Yes,No,61.52897826,Rent
1657,No,No,Yes,No,28.99124252,Rent
1658,No,No,No,No,25.97968594,Rent
1659,No,Yes,No,No,26.97795891,Rent
1660,No,No,No,No,67.34486531,Rent
1661,Yes,Yes,No,Yes,53.86329913,Rent
1662,No,Yes,Yes,No,49.4817201,Own
1663,Yes,Yes,Yes,No,44.54797774,Rent
1664,Yes,Yes,No,Yes,53.56723968,Rent
1665,No,No,No,Yes,47.74820699,Rent
1666,No,Yes,Yes,No,37.33550466,Own
1667,No,Yes,No,No,24.84685467,Own
1668,No,No,No,Yes,36.89765638,Rent
1669,No,Yes,No,No,46.49957657,Rent
1670,No,No,Yes,No,20.6258074,Rent
1671,No,No,No,No,23.54373766,Rent
1672,Yes,No,No,No,26.08214001,Rent
1673,Yes,Yes,Yes,No,21.3042757,Rent
1674,No,No,Yes,No,43.18715178,Rent
1675,No,No,Yes,No,33.95656466,Rent
1676,Yes,Yes,Yes,No,33.45907007,Own
1677,Yes,Yes,No,No,39.34128843,Rent
1678,No,No,Yes,No,44.53043532,Rent
1679,No,Yes,Yes,No,25.06161998,Own
1680,No,No,Yes,No,68.11808203,Rent
1681,No,Yes,Yes,No,44.2344812,Own
1682,No,No,No,No,59.17515437,Rent
1683,No,Yes,No,No,23.92410939,Rent
1684,No,No,No,No,38.90776983,Rent
1685,No,Yes,No,No,45.36554094,Rent
1686,No,Yes,No,Yes,33.9978111,Rent
1687,No,No,Yes,No,55.67747124,Rent
1688,No,Yes,No,No,18.98356437,Rent
1689,No,Yes,No,No,50.5016346,Own
1690,No,Yes,Yes,No,54.19834815,Own
1691,No,Yes,No,No,23.68260125,Rent
1692,No,Yes,No,No,41.75897194,Own
1693,No,Yes,Yes,No,51.90532339,Rent
1694,No,No,Yes,No,52.2563669,Rent
1695,No,No,Yes,No,27.90912863,Rent
1696,No,Yes,Yes,No,33.47462769,Own
1697,No,No,No,No,41.10581503,Rent
1698,No,No,Yes,Yes,37.0435855,Rent
1699,No,No,No,No,24.08489525,Rent
1700,No,No,No,Yes,33.34585425,Rent
1701,No,No,No,No,32.48345376,Rent
1702,No,Yes,No,Yes,57.4169015,Own
1703,No,Yes,Yes,No,38.83797535,Rent
1704,No,Yes,Yes,No,44.71619449,Rent
1705,No,Yes,No,No,40.76757569,Own
1706,No,Yes,No,No,20.23443668,Rent
1707,No,No,Yes,No,37.24884687,Rent
1708,No,No,No,Yes,25.16025786,Rent
1709,No,Yes,No,No,46.5930883,Own
1710,No,Yes,No,No,31.21002231,Rent
1711,No,No,Yes,No,35.93363674,Rent
1712,No,Yes,No,Yes,18.90069674,Rent
1713,No,No,No,No,39.42443421,Rent
1714,No,Yes,Yes,No,33.08933629,Rent
1715,No,No,No,No,32.09674992,Rent
1716,No,Yes,No,No,54.64830156,Rent
1717,No,Yes,No,No,40.56502488,Own
1718,No,No,No,No,44.27334057,Rent
1719,No,No,No,No,54.27410078,Rent
1720,No,No,Yes,No,22.06750155,Rent
1721,No,Yes,Yes,No,41.35147063,Own
1722,No,Yes,No,No,26.64726041,Rent
1723,No,Yes,No,No,38.27501743,Own
1724,No,No,Yes,No,64.4445624,Rent
1725,No,Yes,Yes,No,19.65790931,Rent
1726,No,Yes,No,No,32.47544969,Own
1727,No,No,No,No,63.26087426,Rent
1728,No,Yes,No,Yes,23.27503365,Own
1729,No,Yes,Yes,No,27.53881004,Rent
1730,No,No,No,No,33.27392908,Rent
1731,Yes,Yes,Yes,Yes,36.33703889,Rent
1732,No,Yes,Yes,No,24.69181956,Rent
1733,No,Yes,Yes,No,30.16521328,Own
1734,No,Yes,Yes,No,43.31503882,Own
1735,No,Yes,Yes,No,37.81338843,Rent
1736,No,Yes,Yes,No,65.59076835,Own
1737,No,Yes,No,No,32.46744454,Rent
1738,No,Yes,No,No,30.1513667,Rent
1739,No,No,Yes,No,49.30623958,Rent
1740,No,Yes,Yes,Yes,52.63865864,Rent
1741,No,Yes,Yes,No,48.10105258,Rent
1742,No,Yes,No,No,26.11897488,Rent
1743,No,Yes,No,No,56.44337139,Rent
1744,No,Yes,Yes,No,27.47001098,Own
1745,No,Yes,No,No,47.3498143,Rent
1746,No,Yes,No,No,44.28433441,Rent
1747,No,No,No,Yes,52.96236231,Rent
1748,No,No,No,Yes,56.5051383,Rent
1749,No,Yes,No,No,34.26674692,Own
1750,No,Yes,No,No,60.45359645,Rent
1751,No,Yes,Yes,No,36.52808586,Own
1752,No,No,No,No,36.11829181,Rent
1753,Yes,Yes,Yes,No,32.25987114,Rent
1754,No,No,No,No,52.89871166,Rent
1755,No,Yes,Yes,No,44.29306588,Rent
1756,No,Yes,No,No,51.16468745,Rent
1757,No,Yes,No,No,44.18373927,Own
1758,No,Yes,Yes,No,61.06806706,Own
1759,No,Yes,Yes,No,65.32192642,Rent
1760,No,Yes,Yes,No,66.40309652,Own
1761,No,Yes,No,No,33.96959169,Rent
1762,No,Yes,No,Yes,35.38484418,Rent
1763,No,Yes,No,No,37.35114234,Rent
1764,No,No,No,No,48.11807975,Rent
1765,No,Yes,Yes,No,70.27051058,Own
1766,Yes,No,Yes,No,29.86046805,Own
1767,No,Yes,No,No,37.4490358,Rent
1768,No,Yes,Yes,No,24.1091512,Rent
1769,No,No,No,No,34.72612698,Rent
1770,No,Yes,No,Yes,49.27298756,Rent
1771,No,Yes,Yes,Yes,59.68421334,Own
1772,No,Yes,No,No,53.12095212,Own
1773,No,No,No,No,19.51980702,Rent
1774,No,Yes,Yes,No,46.12408701,Rent
1775,No,Yes,No,Yes,50.31037533,Rent
1776,Yes,No,Yes,No,29.31010266,Rent
1777,No,Yes,No,Yes,32.6441104,Rent
1778,No,Yes,Yes,No,19.56199267,Rent
1779,No,No,No,No,54.35710455,Rent
1780,No,Yes,Yes,No,68.1558089,Own
1781,No,Yes,No,Yes,38.8239539,Rent
1782,No,No,Yes,No,41.41077978,Rent
1783,No,No,Yes,Yes,26.20444547,Rent
1784,Yes,Yes,Yes,No,26.34137939,Own
1785,No,No,Yes,No,40.43308475,Rent
1786,No,No,Yes,Yes,34.37326516,Rent
1787,No,Yes,No,No,29.59064058,Own
1788,No,No,No,No,34.97172779,Rent
1789,No,Yes,Yes,Yes,28.87117187,Rent
1790,No,No,Yes,No,21.02176446,Rent
1791,No,Yes,No,No,33.25745786,Rent
1792,No,Yes,Yes,No,53.99234643,Own
1793,No,Yes,No,No,23.52055221,Rent
1794,No,No,No,No,28.87382068,Rent
1795,No,No,No,No,24.17783982,Rent
1796,No,Yes,No,No,51.35886216,Rent
1797,No,Yes,Yes,No,50.97803553,Rent
1798,No,No,Yes,No,47.52559941,Rent
1799,Yes,Yes,Yes,No,42.44500847,Own
1800,No,Yes,Yes,No,38.33450859,Rent
1801,No,No,No,Yes,29.0003232,Rent
1802,No,Yes,No,No,28.6575108,Rent
1803,No,Yes,No,No,38.57090957,Rent
1804,No,No,Yes,Yes,30.11786221,Rent
1805,No,Yes,Yes,No,51.70546483,Own
1806,No,No,Yes,No,49.38766862,Rent
1807,No,Yes,Yes,No,55.56291284,Rent
1808,No,Yes,Yes,No,31.93909401,Own
1809,No,Yes,No,No,21.26089828,Rent
1810,No,Yes,Yes,No,37.40962486,Rent
1811,No,Yes,Yes,No,55.43735639,Own
1812,No,Yes,No,No,44.41950619,Own
1813,No,No,No,No,19.54549384,Rent
