id,age,receive.offer,repeat.customer,prod
1644,35,No,No,Yard Smasher
1645,34,No,Yes,Yard Smasher
1646,28,No,Yes,Yard Smasher
1647,27,No,Yes,Yard Smasher
1648,22,No,Yes,Yard Smasher
1649,22,No,No,Yard Smasher
1650,25,No,No,Yard Smasher
1651,31,No,No,Yard Smasher
1652,46,No,No,Yard Smasher
1653,42,No,No,Yard Smasher
1654,44,No,No,Yard Smasher
1655,18,No,No,Yard Smasher
1656,43,No,No,Yard Smasher
1657,44,No,Yes,Yard Smasher
1658,30,No,No,Yard Smasher
1659,43,No,Yes,Yard Smasher
1660,34,No,Yes,Yard Smasher
1661,23,No,Yes,Yard Smasher
1662,24,No,Yes,Yard Smasher
1663,43,No,No,Yard Smasher
1664,36,No,No,Yard Smasher
1665,48,No,Yes,Yard Smasher
1666,23,No,No,Yard Smasher
1667,25,No,No,Yard Smasher
1668,51,No,No,Yard Smasher
1669,24,Yes,No,Yard Smasher
1670,25,No,No,Yard Smasher
1671,40,No,Yes,Yard Smasher
1672,37,No,No,Yard Smasher
1673,30,No,No,Yard Smasher
1674,29,No,No,Yard Smasher
1675,30,No,No,Yard Smasher
1676,42,No,Yes,Yard Smasher
1677,28,No,Yes,Yard Smasher
1678,30,No,Yes,Yard Smasher
1679,25,No,No,Yard Smasher
1680,39,No,No,Yard Smasher
1681,28,No,Yes,Yard Smasher
1682,37,No,No,Yard Smasher
1683,34,No,No,Yard Smasher
1684,25,No,No,Yard Smasher
1685,21,No,No,Yard Smasher
1686,36,No,No,Yard Smasher
1687,24,No,No,Yard Smasher
1688,42,No,Yes,Yard Smasher
1689,29,No,No,Yard Smasher
1690,39,No,No,Yard Smasher
1691,46,No,Yes,Yard Smasher
1692,48,No,No,Yard Smasher
1693,20,No,No,Yard Smasher
1694,31,No,Yes,Yard Smasher
1695,24,No,Yes,Yard Smasher
1696,30,No,No,Yard Smasher
1697,19,No,No,Yard Smasher
1698,35,No,No,Yard Smasher
1699,40,No,No,Yard Smasher
1700,32,No,Yes,Yard Smasher
1701,30,No,No,Yard Smasher
1702,34,No,No,Yard Smasher
1703,22,No,No,Yard Smasher
1704,30,No,No,Yard Smasher
1705,21,No,Yes,Yard Smasher
1706,25,No,Yes,Yard Smasher
1707,19,No,No,Yard Smasher
1708,27,No,No,Yard Smasher
1709,37,No,Yes,Yard Smasher
1710,20,No,No,Yard Smasher
1711,19,No,Yes,Yard Smasher
1712,20,No,No,Yard Smasher
1713,26,No,No,Yard Smasher
1714,20,No,No,Yard Smasher
1715,22,No,No,Yard Smasher
1716,26,No,Yes,Yard Smasher
1717,19,No,No,Yard Smasher
1718,20,No,No,Yard Smasher
1719,26,No,No,Yard Smasher
1720,18,No,No,Yard Smasher
1721,27,No,Yes,Yard Smasher
1722,23,No,No,Yard Smasher
1723,30,Yes,No,Yard Smasher
1724,20,No,No,Yard Smasher
1725,35,No,No,Yard Smasher
1726,31,No,Yes,Yard Smasher
1727,33,No,No,Yard Smasher
1728,27,No,No,Yard Smasher
1729,23,No,No,Yard Smasher
1730,55,No,Yes,Yard Smasher
1731,20,No,No,Yard Smasher
1732,42,No,No,Yard Smasher
1733,33,No,No,Yard Smasher
1734,36,No,No,Yard Smasher
1735,33,No,No,Yard Smasher
1736,25,No,No,Yard Smasher
1737,21,No,Yes,Yard Smasher
1738,29,No,No,Yard Smasher
1739,35,No,No,Yard Smasher
1740,24,No,No,Yard Smasher
1741,23,No,No,Yard Smasher
1742,26,No,No,Yard Smasher
1743,30,No,No,Yard Smasher
1744,40,No,Yes,Yard Smasher
1745,44,No,Yes,Yard Smasher
1746,25,No,No,Yard Smasher
1747,34,No,Yes,Yard Smasher
1748,53,No,Yes,Yard Smasher
1749,19,No,No,Yard Smasher
1750,27,No,No,Yard Smasher
1751,23,No,No,Yard Smasher
1752,31,No,No,Yard Smasher
1753,37,No,Yes,Yard Smasher
1754,24,No,No,Yard Smasher
1755,48,No,Yes,Yard Smasher
1756,19,No,Yes,Yard Smasher
1757,29,Yes,No,Yard Smasher
1758,25,No,Yes,Yard Smasher
1759,29,No,No,Yard Smasher
1760,44,No,Yes,Yard Smasher
1761,30,No,Yes,Yard Smasher
1762,37,No,No,Yard Smasher
1763,19,No,No,Yard Smasher
1764,41,No,No,Yard Smasher
1765,18,No,No,Yard Smasher
1766,29,No,No,Yard Smasher
1767,29,No,Yes,Yard Smasher
1768,54,No,No,Yard Smasher
1769,38,No,No,Yard Smasher
1770,34,No,No,Yard Smasher
1771,47,No,No,Yard Smasher
1772,22,No,No,Yard Smasher
1773,28,No,No,Yard Smasher
1774,28,No,Yes,Yard Smasher
1775,28,No,No,Yard Smasher
1776,30,No,No,Yard Smasher
1777,36,No,No,Yard Smasher
1778,29,No,No,Yard Smasher
1779,26,No,Yes,Yard Smasher
1780,31,No,Yes,Yard Smasher
1781,28,No,Yes,Yard Smasher
1782,31,No,No,Yard Smasher
1783,30,No,No,Yard Smasher
1784,43,No,No,Yard Smasher
1785,31,No,No,Yard Smasher
1786,36,No,No,Yard Smasher
1787,29,No,No,Yard Smasher
1788,26,No,Yes,Yard Smasher
1789,19,No,No,Yard Smasher
1790,23,No,Yes,Yard Smasher
1791,27,No,Yes,Yard Smasher
1792,26,No,Yes,Yard Smasher
1793,29,No,No,Yard Smasher
1794,30,No,No,Yard Smasher
1795,37,No,No,Yard Smasher
1796,49,No,No,Yard Smasher
1797,30,No,Yes,Yard Smasher
1798,29,No,No,Yard Smasher
1799,21,No,Yes,Yard Smasher
1800,32,No,No,Yard Smasher
1801,34,No,No,Yard Smasher
1802,49,No,No,Yard Smasher
1803,25,No,Yes,Yard Smasher
1804,30,No,No,Yard Smasher
1805,43,No,No,Yard Smasher
1806,49,No,Yes,Yard Smasher
1807,29,No,Yes,Yard Smasher
1808,40,No,No,Yard Smasher
1809,37,No,No,Yard Smasher
1810,30,No,No,Yard Smasher
1811,32,No,Yes,Yard Smasher
1812,56,No,No,Yard Smasher
1813,25,No,No,Yard Smasher
1814,41,Yes,No,Yard Smasher
1815,19,No,No,Yard Smasher
1816,36,No,Yes,Yard Smasher
1817,25,No,No,Yard Smasher
1818,32,No,No,Yard Smasher
1819,38,No,No,Yard Smasher
1820,26,No,Yes,Yard Smasher
1821,42,No,Yes,Yard Smasher
1822,28,No,No,Yard Smasher
1823,22,No,Yes,Yard Smasher
1824,31,No,No,Yard Smasher
1825,47,No,Yes,Yard Smasher
1826,27,No,No,Yard Smasher
1827,34,No,No,Yard Smasher
1828,38,No,Yes,Yard Smasher
1829,38,No,No,Yard Smasher
1830,24,No,No,Yard Smasher
1831,31,No,No,Yard Smasher
1832,33,No,No,Yard Smasher
1833,22,No,No,Yard Smasher
1834,36,No,No,Yard Smasher
1835,18,No,No,Yard Smasher
1836,28,No,Yes,Yard Smasher
1837,45,No,Yes,Yard Smasher
1838,18,No,No,Yard Smasher
1839,22,No,Yes,Yard Smasher
1840,32,No,No,Yard Smasher
1841,31,No,No,Yard Smasher
1842,39,No,No,Yard Smasher
1843,30,No,No,Yard Smasher
1844,41,No,No,Yard Smasher
1845,33,No,No,Yard Smasher
1846,36,No,Yes,Yard Smasher
1847,40,No,Yes,Yard Smasher
1848,39,No,Yes,Yard Smasher
1849,21,No,Yes,Yard Smasher
1850,44,No,No,Yard Smasher
1851,40,No,Yes,Yard Smasher
1852,38,No,No,Yard Smasher
1853,37,No,No,Yard Smasher
1854,44,No,No,Yard Smasher
1855,34,No,No,Yard Smasher
1856,25,No,No,Yard Smasher
1857,18,No,No,Yard Smasher
1858,33,No,Yes,Yard Smasher
1859,23,No,No,Yard Smasher
1860,31,No,No,Yard Smasher
1861,26,No,No,Yard Smasher
1862,31,No,No,Yard Smasher
1863,29,No,No,Yard Smasher
1864,35,No,No,Yard Smasher
1865,27,No,No,Yard Smasher
1866,25,No,Yes,Yard Smasher
1867,35,No,Yes,Yard Smasher
1868,19,No,No,Yard Smasher
1869,41,No,No,Yard Smasher
1870,33,No,No,Yard Smasher
1871,35,No,No,Yard Smasher
1872,27,No,No,Yard Smasher
1873,49,No,Yes,Yard Smasher
1874,24,No,No,Yard Smasher
1875,37,No,No,Yard Smasher
1876,63,No,Yes,Yard Smasher
1877,25,No,Yes,Yard Smasher
1878,49,No,No,Yard Smasher
1879,35,No,No,Yard Smasher
1880,36,No,No,Yard Smasher
1881,34,No,No,Yard Smasher
1882,19,No,No,Yard Smasher
1883,40,No,Yes,Yard Smasher
1884,23,No,Yes,Yard Smasher
1885,40,No,No,Yard Smasher
1886,31,No,No,Yard Smasher
1887,26,No,No,Yard Smasher
1888,33,No,No,Yard Smasher
1889,40,No,No,Yard Smasher
1890,30,No,No,Yard Smasher
1891,37,No,Yes,Yard Smasher
1892,29,No,Yes,Yard Smasher
1893,22,No,No,Yard Smasher
1894,39,No,No,Yard Smasher
1895,39,No,No,Yard Smasher
1896,21,No,Yes,Yard Smasher
1897,27,No,Yes,Yard Smasher
1898,36,No,No,Yard Smasher
1899,24,No,No,Yard Smasher
1900,31,No,No,Yard Smasher
1901,36,No,No,Yard Smasher
1902,37,No,No,Yard Smasher
1903,34,No,No,Yard Smasher
1904,44,No,No,Yard Smasher
1905,28,No,No,Yard Smasher
1906,20,No,Yes,Yard Smasher
1907,22,No,No,Yard Smasher
1908,24,No,No,Yard Smasher
1909,44,No,Yes,Yard Smasher
1910,38,No,No,Yard Smasher
1911,53,No,Yes,Yard Smasher
1912,31,No,No,Yard Smasher
1913,49,No,No,Yard Smasher
1914,36,No,No,Yard Smasher
1915,34,No,Yes,Yard Smasher
1916,18,No,Yes,Yard Smasher
1917,34,No,No,Yard Smasher
1918,27,No,Yes,Yard Smasher
1919,25,No,No,Yard Smasher
1920,37,No,No,Yard Smasher
1921,37,No,Yes,Yard Smasher
1922,30,No,No,Yard Smasher
1923,38,No,Yes,Yard Smasher
1924,29,No,Yes,Yard Smasher
1925,34,No,No,Yard Smasher
1926,42,No,Yes,Yard Smasher
1927,39,No,No,Yard Smasher
1928,29,No,Yes,Yard Smasher
1929,27,No,No,Yard Smasher
1930,43,No,Yes,Yard Smasher
1931,28,No,No,Yard Smasher
1932,57,No,Yes,Yard Smasher
1933,30,No,Yes,Yard Smasher
1934,31,No,No,Yard Smasher
1935,40,No,No,Yard Smasher
1936,37,No,No,Yard Smasher
1937,25,No,No,Yard Smasher
1938,30,No,Yes,Yard Smasher
1939,34,No,Yes,Yard Smasher
1940,36,No,No,Yard Smasher
1941,38,No,Yes,Yard Smasher
1942,43,No,Yes,Yard Smasher
1943,34,No,No,Yard Smasher
1944,36,No,Yes,Yard Smasher
1945,29,No,No,Yard Smasher
1946,32,No,Yes,Yard Smasher
1947,37,No,No,Yard Smasher
1948,25,No,No,Yard Smasher
1949,29,No,Yes,Yard Smasher
1950,20,No,No,Yard Smasher
1951,26,No,No,Yard Smasher
1952,26,No,Yes,Yard Smasher
1953,25,No,Yes,Yard Smasher
1954,52,No,No,Yard Smasher
1955,31,No,No,Yard Smasher
1956,37,No,Yes,Yard Smasher
1957,33,No,No,Yard Smasher
1958,40,No,No,Yard Smasher
1959,30,No,No,Yard Smasher
1960,51,No,Yes,Yard Smasher
1961,56,No,Yes,Yard Smasher
1962,28,No,No,Yard Smasher
1963,34,No,No,Yard Smasher
1964,29,No,Yes,Yard Smasher
1965,26,No,No,Yard Smasher
1966,41,No,No,Yard Smasher
1967,29,No,No,Yard Smasher
1968,33,No,No,Yard Smasher
1969,28,No,No,Yard Smasher
1970,18,No,No,Yard Smasher
1971,37,No,No,Yard Smasher
1972,25,No,Yes,Yard Smasher
1973,44,No,No,Yard Smasher
1974,31,No,No,Yard Smasher
1975,30,No,Yes,Yard Smasher
1976,27,No,No,Yard Smasher
1977,27,No,No,Yard Smasher
1978,32,No,No,Yard Smasher
1979,32,No,No,Yard Smasher
1980,29,No,No,Yard Smasher
1981,36,No,No,Yard Smasher
1982,42,No,No,Yard Smasher
1983,34,No,Yes,Yard Smasher
1984,52,No,Yes,Yard Smasher
1985,32,No,Yes,Yard Smasher
1986,39,No,No,Yard Smasher
1987,23,No,No,Yard Smasher
1988,37,No,No,Yard Smasher
1989,19,No,No,Yard Smasher
1990,38,No,No,Yard Smasher
1991,46,No,No,Yard Smasher
1992,21,No,No,Yard Smasher
1993,50,No,No,Yard Smasher
1994,26,No,No,Yard Smasher
1995,27,No,No,Yard Smasher
1996,48,No,Yes,Yard Smasher
1997,30,No,Yes,Yard Smasher
1998,34,No,No,Yard Smasher
1999,35,No,No,Yard Smasher
2000,34,No,No,Yard Smasher
2001,40,No,Yes,Yard Smasher
2002,54,No,No,Yard Smasher
2003,37,No,No,Yard Smasher
2004,22,No,No,Yard Smasher
2005,33,No,Yes,Yard Smasher
2006,34,No,Yes,Yard Smasher
2007,33,No,No,Yard Smasher
2008,32,No,No,Yard Smasher
2009,25,No,No,Yard Smasher
2010,36,No,No,Yard Smasher
2011,28,No,No,Yard Smasher
2012,28,No,Yes,Yard Smasher
2013,41,No,No,Yard Smasher
2014,29,No,Yes,Yard Smasher
2015,24,No,No,Yard Smasher
2016,31,No,No,Yard Smasher
2017,20,No,No,Yard Smasher
2018,28,No,No,Yard Smasher
2019,32,No,No,Yard Smasher
2020,53,No,Yes,Grass Chopper
2021,45,Yes,Yes,Grass Chopper
2022,48,No,Yes,Grass Chopper
2023,57,No,No,Grass Chopper
2024,61,No,Yes,Grass Chopper
2025,49,No,Yes,Grass Chopper
2026,52,Yes,Yes,Grass Chopper
2027,60,Yes,Yes,Grass Chopper
2028,48,No,No,Grass Chopper
2029,44,No,Yes,Grass Chopper
2030,52,No,Yes,Grass Chopper
2031,45,No,Yes,Grass Chopper
2032,50,No,Yes,Grass Chopper
2033,42,No,Yes,Grass Chopper
2034,60,No,Yes,Grass Chopper
2035,39,No,Yes,Grass Chopper
2036,51,No,Yes,Grass Chopper
2037,45,No,Yes,Grass Chopper
2038,55,No,No,Grass Chopper
2039,50,No,Yes,Grass Chopper
2040,54,Yes,Yes,Grass Chopper
2041,58,No,Yes,Grass Chopper
2042,37,No,Yes,Grass Chopper
2043,32,Yes,No,Grass Chopper
2044,60,No,No,Grass Chopper
2045,61,No,No,Grass Chopper
2046,47,No,Yes,Grass Chopper
2047,72,No,Yes,Grass Chopper
2048,30,Yes,Yes,Grass Chopper
2049,31,Yes,No,Grass Chopper
2050,68,No,Yes,Grass Chopper
2051,45,No,Yes,Grass Chopper
2052,39,Yes,No,Grass Chopper
2053,52,Yes,Yes,Grass Chopper
2054,44,No,No,Grass Chopper
2055,44,No,No,Grass Chopper
2056,39,No,Yes,Grass Chopper
2057,39,No,Yes,Grass Chopper
2058,41,No,No,Grass Chopper
2059,56,Yes,Yes,Grass Chopper
2060,51,No,No,Grass Chopper
2061,50,No,Yes,Grass Chopper
2062,46,No,Yes,Grass Chopper
2063,70,No,Yes,Grass Chopper
2064,46,Yes,No,Grass Chopper
2065,46,No,No,Grass Chopper
2066,53,No,No,Grass Chopper
2067,51,No,Yes,Grass Chopper
2068,36,No,No,Grass Chopper
2069,53,Yes,Yes,Grass Chopper
2070,34,Yes,Yes,Grass Chopper
2071,59,No,No,Grass Chopper
2072,60,Yes,No,Grass Chopper
2073,44,Yes,Yes,Grass Chopper
2074,50,No,Yes,Grass Chopper
2075,61,Yes,Yes,Grass Chopper
2076,69,Yes,No,Grass Chopper
2077,54,Yes,No,Grass Chopper
2078,51,No,Yes,Grass Chopper
2079,54,No,No,Grass Chopper
2080,59,No,No,Grass Chopper
2081,55,No,Yes,Grass Chopper
2082,59,Yes,No,Grass Chopper
2083,60,No,No,Grass Chopper
2084,45,No,Yes,Grass Chopper
2085,47,Yes,No,Grass Chopper
2086,31,Yes,Yes,Grass Chopper
2087,50,No,No,Grass Chopper
2088,39,No,Yes,Grass Chopper
2089,48,Yes,No,Grass Chopper
2090,74,No,No,Grass Chopper
2091,62,No,Yes,Grass Chopper
2092,53,No,Yes,Grass Chopper
2093,49,No,No,Grass Chopper
2094,50,Yes,No,Grass Chopper
2095,47,No,Yes,Grass Chopper
2096,49,Yes,Yes,Grass Chopper
2097,54,No,Yes,Grass Chopper
2098,61,No,Yes,Grass Chopper
2099,49,Yes,Yes,Grass Chopper
2100,67,No,No,Grass Chopper
2101,31,Yes,Yes,Grass Chopper
2102,57,No,No,Grass Chopper
2103,56,Yes,Yes,Grass Chopper
2104,50,No,No,Grass Chopper
2105,64,No,Yes,Grass Chopper
2106,55,Yes,Yes,Grass Chopper
2107,52,No,Yes,Grass Chopper
2108,58,No,No,Grass Chopper
2109,44,Yes,No,Grass Chopper
2110,75,No,No,Grass Chopper
2111,51,No,No,Grass Chopper
2112,67,No,Yes,Grass Chopper
2113,55,Yes,Yes,Grass Chopper
2114,56,No,No,Grass Chopper
2115,54,Yes,Yes,Grass Chopper
2116,59,Yes,Yes,Grass Chopper
2117,68,No,Yes,Grass Chopper
2118,59,No,No,Grass Chopper
2119,45,No,No,Grass Chopper
2120,46,Yes,Yes,Grass Chopper
2121,54,No,No,Grass Chopper
2122,41,Yes,No,Grass Chopper
2123,38,Yes,No,Grass Chopper
2124,40,No,No,Grass Chopper
2125,52,No,No,Grass Chopper
2126,30,Yes,Yes,Grass Chopper
2127,40,No,No,Grass Chopper
2128,35,Yes,No,Grass Chopper
2129,44,No,No,Grass Chopper
2130,62,No,Yes,Grass Chopper
2131,63,No,Yes,Grass Chopper
2132,45,No,No,Grass Chopper
2133,51,No,No,Grass Chopper
2134,48,Yes,Yes,Grass Chopper
2135,47,No,No,Grass Chopper
2136,36,No,Yes,Grass Chopper
2137,41,No,Yes,Grass Chopper
2138,46,No,Yes,Grass Chopper
2139,48,No,No,Grass Chopper
2140,52,No,Yes,Grass Chopper
2141,64,No,Yes,Grass Chopper
2142,58,No,No,Grass Chopper
2143,30,Yes,Yes,Grass Chopper
2144,41,No,No,Grass Chopper
2145,48,Yes,Yes,Grass Chopper
2146,50,Yes,Yes,Grass Chopper
2147,54,No,Yes,Grass Chopper
2148,44,No,No,Grass Chopper
2149,61,Yes,No,Grass Chopper
2150,51,No,Yes,Grass Chopper
2151,42,No,No,Grass Chopper
2152,51,No,No,Grass Chopper
2153,58,Yes,No,Grass Chopper
2154,53,No,Yes,Grass Chopper
2155,41,Yes,Yes,Grass Chopper
2156,38,Yes,Yes,Grass Chopper
2157,52,No,Yes,Grass Chopper
2158,46,No,No,Grass Chopper
2159,45,No,Yes,Grass Chopper
2160,51,No,Yes,Grass Chopper
2161,64,No,No,Grass Chopper
2162,50,Yes,No,Grass Chopper
2163,63,Yes,No,Grass Chopper
2164,59,No,Yes,Grass Chopper
2165,60,No,No,Grass Chopper
2166,67,No,No,Grass Chopper
2167,42,No,Yes,Grass Chopper
2168,51,No,Yes,Grass Chopper
2169,52,Yes,No,Grass Chopper
2170,57,No,No,Grass Chopper
2171,32,Yes,Yes,Grass Chopper
2172,50,Yes,No,Grass Chopper
2173,56,Yes,Yes,Grass Chopper
2174,40,No,Yes,Grass Chopper
2175,37,No,No,Grass Chopper
2176,49,No,Yes,Grass Chopper
2177,56,Yes,No,Grass Chopper
2178,39,No,No,Grass Chopper
2179,66,No,Yes,Grass Chopper
2180,52,No,Yes,Grass Chopper
2181,54,Yes,No,Grass Chopper
2182,30,No,No,Grass Chopper
2183,50,No,No,Grass Chopper
2184,64,No,Yes,Grass Chopper
2185,58,Yes,Yes,Grass Chopper
2186,57,Yes,Yes,Grass Chopper
2187,54,No,Yes,Grass Chopper
2188,69,No,No,Grass Chopper
2189,55,No,Yes,Grass Chopper
2190,51,No,No,Grass Chopper
2191,47,Yes,No,Grass Chopper
2192,43,No,No,Grass Chopper
2193,44,No,Yes,Grass Chopper
2194,40,No,No,Grass Chopper
2195,46,No,Yes,Grass Chopper
2196,40,No,Yes,Grass Chopper
2197,55,No,No,Grass Chopper
2198,48,No,No,Grass Chopper
2199,47,No,Yes,Grass Chopper
2200,60,No,No,Grass Chopper
2201,55,No,No,Grass Chopper
2202,48,No,Yes,Grass Chopper
2203,66,No,No,Grass Chopper
2204,33,No,Yes,Grass Chopper
2205,64,No,No,Grass Chopper
2206,32,Yes,Yes,Grass Chopper
2207,51,No,Yes,Grass Chopper
2208,46,Yes,Yes,Grass Chopper
2209,36,No,Yes,Grass Chopper
2210,38,No,Yes,Grass Chopper
2211,53,No,No,Grass Chopper
2212,53,Yes,No,Grass Chopper
2213,58,No,Yes,Grass Chopper
2214,41,Yes,Yes,Grass Chopper
2215,65,No,Yes,Grass Chopper
2216,54,No,No,Grass Chopper
2217,35,Yes,Yes,Grass Chopper
2218,50,No,Yes,Grass Chopper
2219,32,Yes,Yes,Grass Chopper
2220,36,No,Yes,Grass Chopper
2221,47,No,Yes,Grass Chopper
2222,47,Yes,Yes,Grass Chopper
2223,50,No,Yes,Grass Chopper
2224,34,No,Yes,Grass Chopper
2225,46,Yes,Yes,Grass Chopper
2226,44,No,Yes,Grass Chopper
2227,46,No,No,Grass Chopper
2228,49,Yes,No,Grass Chopper
2229,36,Yes,No,Grass Chopper
2230,44,No,No,Grass Chopper
2231,31,No,No,Grass Chopper
2232,48,Yes,No,Grass Chopper
2233,43,No,Yes,Grass Chopper
2234,35,Yes,No,Grass Chopper
2235,49,No,No,Grass Chopper
2236,71,No,Yes,Grass Chopper
2237,65,Yes,Yes,Grass Chopper
2238,41,No,Yes,Grass Chopper
2239,53,No,Yes,Grass Chopper
2240,62,Yes,No,Grass Chopper
2241,58,No,No,Grass Chopper
2242,46,No,No,Grass Chopper
2243,56,No,Yes,Grass Chopper
2244,48,No,No,Grass Chopper
2245,61,Yes,Yes,Grass Chopper
2246,62,No,No,Grass Chopper
2247,24,Yes,Yes,Grass Chopper
2248,50,No,No,Grass Chopper
2249,47,No,Yes,Grass Chopper
2250,39,No,Yes,Grass Chopper
2251,41,Yes,Yes,Grass Chopper
2252,51,No,Yes,Grass Chopper
2253,62,No,Yes,Grass Chopper
2254,57,No,Yes,Grass Chopper
2255,54,Yes,Yes,Grass Chopper
2256,50,No,No,Grass Chopper
2257,46,No,No,Grass Chopper
2258,29,Yes,No,Grass Chopper
2259,53,No,Yes,Grass Chopper
2260,54,No,No,Grass Chopper
2261,49,Yes,Yes,Grass Chopper
2262,74,Yes,No,Grass Chopper
2263,52,No,Yes,Grass Chopper
2264,35,Yes,Yes,Grass Chopper
2265,67,Yes,No,Grass Chopper
2266,50,No,Yes,Grass Chopper
2267,41,Yes,No,Grass Chopper
2268,45,No,Yes,Grass Chopper
2269,63,No,No,Grass Chopper
2270,58,Yes,Yes,Grass Chopper
2271,40,No,Yes,Grass Chopper
2272,60,No,Yes,Grass Chopper
2273,41,No,No,Grass Chopper
2274,48,Yes,No,Grass Chopper
2275,48,No,No,Grass Chopper
2276,54,No,Yes,Grass Chopper
2277,38,Yes,Yes,Grass Chopper
2278,58,No,No,Grass Chopper
2279,70,Yes,Yes,Grass Chopper
2280,48,Yes,Yes,Grass Chopper
2281,37,No,No,Grass Chopper
2282,45,No,Yes,Grass Chopper
2283,45,No,No,Grass Chopper
2284,50,No,Yes,Grass Chopper
2285,35,No,Yes,Grass Chopper
2286,49,Yes,No,Grass Chopper
2287,39,Yes,Yes,Grass Chopper
2288,52,Yes,No,Grass Chopper
2289,38,No,No,Grass Chopper
2290,53,No,No,Grass Chopper
2291,61,No,Yes,Grass Chopper
2292,51,No,Yes,Grass Chopper
2293,66,No,No,Grass Chopper
2294,45,No,Yes,Grass Chopper
2295,51,No,No,Grass Chopper
2296,46,No,Yes,Grass Chopper
2297,57,Yes,No,Grass Chopper
2298,54,No,No,Grass Chopper
2299,32,No,Yes,Grass Chopper
2300,36,No,Yes,Grass Chopper
2301,59,No,Yes,Grass Chopper
2302,52,No,No,Grass Chopper
2303,66,Yes,No,Grass Chopper
2304,52,No,Yes,Grass Chopper
2305,44,No,No,Grass Chopper
2306,52,No,Yes,Grass Chopper
2307,50,No,Yes,Grass Chopper
2308,64,Yes,Yes,Grass Chopper
2309,50,No,No,Grass Chopper
2310,42,Yes,Yes,Grass Chopper
2311,48,No,Yes,Grass Chopper
2312,60,Yes,No,Grass Chopper
2313,45,No,Yes,Grass Chopper
2314,62,No,No,Grass Chopper
2315,74,No,Yes,Grass Chopper
2316,47,Yes,No,Grass Chopper
2317,41,No,Yes,Grass Chopper
2318,53,Yes,Yes,Grass Chopper
2319,59,Yes,Yes,Grass Chopper
2320,46,No,Yes,Grass Chopper
2321,37,No,No,Grass Chopper
2322,59,Yes,No,Grass Chopper
2323,35,No,Yes,Grass Chopper
2324,52,Yes,Yes,Grass Chopper
2325,60,No,Yes,Grass Chopper
2326,51,Yes,Yes,Grass Chopper
2327,60,Yes,Yes,Grass Chopper
2328,60,No,Yes,Grass Chopper
2329,46,No,No,Grass Chopper
2330,54,No,Yes,Grass Chopper
2331,66,Yes,Yes,Grass Chopper
2332,65,No,Yes,Grass Chopper
2333,55,No,Yes,Grass Chopper
2334,49,No,Yes,Grass Chopper
2335,67,Yes,No,Grass Chopper
2336,53,Yes,Yes,Grass Chopper
2337,66,No,No,Grass Chopper
2338,31,No,No,Grass Chopper
2339,36,No,No,Grass Chopper
2340,52,No,Yes,Grass Chopper
2341,56,No,Yes,Grass Chopper
2342,53,No,Yes,Grass Chopper
2343,30,Yes,Yes,Grass Chopper
2344,48,No,Yes,Grass Chopper
2345,40,No,Yes,Grass Chopper
2346,47,No,Yes,Grass Chopper
2347,44,No,Yes,Grass Chopper
2348,41,No,Yes,Grass Chopper
2349,48,No,No,Grass Chopper
2350,48,No,Yes,Grass Chopper
2351,46,No,No,Grass Chopper
2352,58,No,Yes,Grass Chopper
2353,32,Yes,Yes,Grass Chopper
2354,52,No,No,Grass Chopper
2355,45,Yes,No,Grass Chopper
2356,43,No,No,Grass Chopper
2357,42,No,No,Grass Chopper
2358,51,No,Yes,Grass Chopper
2359,46,No,Yes,Grass Chopper
2360,56,Yes,No,Grass Chopper
2361,58,No,Yes,Grass Chopper
2362,52,No,No,Grass Chopper
2363,60,No,No,Grass Chopper
2364,63,Yes,Yes,Grass Chopper
2365,48,No,Yes,Grass Chopper
2366,40,Yes,No,Grass Chopper
2367,49,Yes,No,Grass Chopper
2368,51,No,Yes,Grass Chopper
2369,53,No,Yes,Grass Chopper
2370,47,No,No,Grass Chopper
2371,43,Yes,Yes,Grass Chopper
2372,63,No,Yes,Grass Chopper
2373,73,No,No,Grass Chopper
2374,30,No,Yes,Grass Chopper
2375,66,No,No,Grass Chopper
2376,58,Yes,No,Grass Chopper
2377,58,Yes,No,Grass Chopper
2378,46,Yes,No,Grass Chopper
2379,41,No,Yes,Grass Chopper
2380,50,Yes,No,Grass Chopper
2381,60,Yes,Yes,Grass Chopper
2382,48,Yes,Yes,Grass Chopper
2383,57,No,Yes,Grass Chopper
2384,52,Yes,Yes,Grass Chopper
2385,49,No,No,Grass Chopper
2386,62,Yes,Yes,Grass Chopper
2387,41,Yes,No,Grass Chopper
2388,50,No,Yes,Grass Chopper
2389,57,No,Yes,Grass Chopper
2390,45,Yes,No,Grass Chopper
2391,62,No,Yes,Grass Chopper
2392,35,Yes,Yes,Grass Chopper
2393,52,No,Yes,Grass Chopper
2394,41,No,Yes,Grass Chopper
2395,52,Yes,No,Grass Chopper
2396,43,No,Yes,Grass Chopper
2397,40,No,No,Grass Chopper
2398,40,No,Yes,Grass Chopper
2399,42,No,Yes,Grass Chopper
2400,36,No,Yes,Grass Chopper
2401,51,No,Yes,Grass Chopper
2402,55,No,Yes,Grass Chopper
2403,46,Yes,No,Grass Chopper
2404,42,No,No,Grass Chopper
2405,71,No,No,Grass Chopper
2406,39,No,No,Grass Chopper
2407,47,Yes,No,Grass Chopper
2408,64,Yes,Yes,Grass Chopper
2409,41,Yes,No,Grass Chopper
